DeltaRight, ThetaRight, AlphaRight, BetaRight, GammaRight, DeltaLeft, ThetaLeft, AlphaLeft, BetaLeft, GammaLeft, DeltaForward, ThetaForward, AlphaForward, BetaForward, GammaForward, DeltaBack, ThetaBack, AlphaBack, BetaBack, GammaBack, Direction
3178,3306,1932,1322,2395,3159,3479,1886,1367,2477,2984,3575,1876,1465,2749,3014,3526,1813,1432,2698,Backward
2213,2424,581,863,2100,1976,2625,576,972,2172,1992,2809,626,1063,2444,1984,2804,660,1017,2403,Backward
2408,1594,779,677,1726,2094,1586,749,761,1744,2339,1607,748,824,1959,2067,1652,729,771,1948,Backward
1974,576,306,270,1119,1735,550,314,318,1145,2000,549,324,357,1266,1838,553,316,362,1241,Backward
2014,671,286,137,279,1550,659,272,122,292,1888,664,255,104,309,1680,696,238,77,285,Backward
557,111,79,26,12,249,106,76,27,12,577,108,75,26,12,231,112,80,29,12,Backward
471,126,59,24,12,149,122,52,23,12,480,125,59,23,13,148,127,58,27,12,Backward
472,113,63,27,13,141,108,58,24,12,471,110,64,26,13,143,111,65,29,13,Backward
4215,2940,1112,413,546,3872,2997,1130,423,557,4152,2995,1131,433,619,3877,2938,1107,423,611,Right
4162,2949,1077,408,545,3849,3013,1112,420,556,3988,3016,1123,431,620,3825,2949,1082,420,610,Right
4271,2958,1075,406,545,3872,3018,1113,420,557,4154,3018,1127,432,620,3833,2956,1081,419,610,Right
2613,886,471,212,78,2635,873,464,209,77,2961,857,455,204,76,2451,844,450,200,74,Right
609,100,50,25,12,343,99,48,23,13,673,98,47,24,13,283,102,49,25,13,Right
552,229,240,141,361,275,291,232,145,369,649,346,232,162,410,371,331,207,168,403,Right
755,308,412,392,778,444,282,395,356,793,797,308,393,349,888,465,325,381,340,880,Right
826,817,831,601,1492,561,786,810,527,1544,857,763,796,497,1722,681,661,787,474,1698,Right
2249,1581,922,713,1909,1943,1558,872,643,1974,2010,1525,816,606,2190,2060,1446,750,559,2148,Left
2073,1888,843,662,1933,1849,1892,831,636,1981,2001,1881,845,657,2177,1804,1811,821,651,2130,Left
2004,1872,926,864,1756,1876,1925,913,861,1825,1937,1955,897,884,2075,1671,1898,841,829,2087,Left
2364,1658,762,526,1747,2085,1722,843,566,1794,2147,1763,914,628,1968,2152,1739,896,632,1916,Left
1446,1084,1043,646,2251,1519,1174,1145,745,2309,1574,1232,1168,813,2533,1540,1220,1099,788,2463,Forward
1023,1087,938,597,2287,997,1173,1007,683,2354,1045,1220,1031,770,2587,1083,1210,997,780,2506,Forward
1000,925,949,731,2328,1067,945,1043,833,2384,1125,946,1064,897,2620,1125,912,1017,856,2551,Forward
1051,1044,831,817,2515,1105,1085,940,892,2578,1132,1074,977,939,2852,1085,1016,928,875,2789,Forward
1091,1327,729,957,2774,1108,1391,803,1045,2822,1090,1447,855,1117,3120,1008,1395,800,1054,3069,Forward
860,1226,553,694,2318,956,1277,613,782,2364,1032,1348,692,876,2615,1034,1332,689,867,2563,Backward
1910,1691,892,659,2050,1708,1741,933,683,2102,1730,1796,979,728,2325,1792,1728,903,708,2272,Backward
2113,871,494,468,1680,1755,867,431,414,1739,1989,869,376,389,1916,1831,847,273,364,1867,Backward
2144,850,484,432,1488,1769,868,441,402,1536,2083,878,391,390,1695,1865,860,294,344,1651,Backward
2221,1440,658,232,150,1847,1437,666,232,152,2174,1441,694,240,175,1930,1417,691,237,175,Backward
1052,1288,803,330,645,638,1286,813,350,663,937,1292,841,365,735,705,1281,846,358,721,Backward
1052,1665,1090,569,1353,795,1672,1134,590,1407,1167,1648,1146,631,1553,894,1607,1110,632,1511,Backward
1034,1665,1145,706,1666,804,1683,1208,753,1716,1098,1665,1233,787,1905,845,1633,1196,762,1866,Backward
1077,1499,916,743,2045,763,1501,986,765,2104,946,1459,1004,789,2339,797,1414,981,778,2287,Backward
2424,2686,1098,849,2123,2315,2675,1101,807,2169,2440,2729,1144,847,2387,2280,2701,1164,851,2327,Right
2480,2648,1099,820,1925,2245,2665,1112,781,1976,2430,2737,1167,808,2177,2203,2701,1162,792,2125,Right
2635,2589,1034,698,1208,2222,2596,1030,733,1219,2492,2658,1056,787,1336,2214,2639,1047,776,1314,Right
1518,2097,1060,368,701,1279,2062,1040,351,725,1615,2034,1022,337,803,1224,2093,1022,347,780,Left
4694,2102,888,320,1033,4295,2096,918,301,1070,4534,2070,925,298,1188,4373,1997,896,284,1160,Left
4827,2130,808,504,1385,4431,2143,851,519,1427,4553,2128,867,526,1588,4494,2059,848,496,1555,Left
1461,932,833,768,2300,1365,989,780,775,2402,1419,1003,761,782,2695,1385,938,705,708,2663,Forward
1412,865,1119,793,2403,1319,871,1017,750,2500,1271,857,910,724,2802,1353,814,775,640,2772,Forward
1102,714,977,811,2521,1006,735,877,768,2621,948,761,776,730,2932,924,761,629,664,2895,Forward
902,703,969,829,2522,819,719,852,820,2613,758,738,720,819,2930,720,731,529,751,2895,Forward
883,998,846,975,2920,939,1096,744,1049,3012,969,1120,678,1093,3363,918,1001,579,996,3317,Forward
937,801,771,861,2771,1039,973,972,1010,2817,1108,1080,1093,1106,3111,1059,1045,1042,1028,3057,Backward
632,657,616,715,2587,773,806,773,840,2631,899,901,887,936,2897,854,894,876,898,2838,Backward
1312,758,550,557,2157,1299,874,708,670,2196,1523,953,831,773,2410,1329,957,832,765,2354,Backward
1430,485,345,424,1556,1128,506,449,458,1585,1379,542,535,508,1741,1157,543,554,508,1700,Backward
1418,414,372,289,979,1129,401,330,268,1001,1472,395,291,260,1101,1088,393,233,238,1072,Backward
1253,345,206,73,29,1021,350,209,74,30,1345,349,204,73,30,913,347,206,75,29,Backward
1613,2360,774,548,304,1023,2409,786,560,331,1313,2496,829,591,356,1217,2443,819,577,330,Right
1662,2335,793,549,303,1452,2351,802,559,330,1788,2415,839,587,355,1530,2393,829,575,330,Right
1794,2345,780,552,380,1421,2359,795,561,419,1713,2418,837,589,449,1508,2400,824,576,421,Right
1712,2373,792,605,932,1429,2354,822,624,967,1787,2389,875,659,1067,1603,2375,860,645,1035,Right
1536,893,573,409,1383,1399,852,590,374,1440,1577,805,630,356,1583,1148,731,639,338,1538,Right
1141,865,654,564,1764,975,830,662,547,1821,1145,808,674,525,2013,868,783,654,473,1967,Right
1075,899,714,644,1902,944,853,708,617,1962,943,801,710,583,2178,842,721,687,512,2126,Right
2338,1453,743,471,1726,2027,1506,795,529,1767,2251,1563,860,596,1937,2107,1553,854,598,1880,Left
2349,1548,780,491,1686,2069,1628,848,516,1724,2294,1704,934,561,1899,2029,1683,916,549,1855,Left
2347,725,735,472,1444,1979,731,729,455,1496,2058,738,716,460,1651,2109,758,689,441,1609,Left
960,1187,1126,908,2285,1105,1193,1167,977,2337,1238,1203,1176,1017,2564,1225,1165,1129,972,2500,Forward
935,1161,1131,989,2476,1027,1221,1184,1087,2516,1099,1262,1194,1146,2779,1054,1233,1134,1080,2729,Forward
1086,1009,1186,1064,2583,1155,1068,1265,1164,2604,1215,1127,1275,1217,2849,1199,1128,1183,1135,2785,Forward
1047,929,860,892,2730,1121,965,905,1002,2756,1166,991,948,1077,3017,1100,938,906,999,2951,Backward
1685,1147,2292,812,2686,1509,1179,2307,825,2715,1393,1236,2396,894,2971,1587,1219,2328,887,2898,Backward
1778,1106,2221,764,2212,1489,1099,2210,752,2226,1725,1127,2281,801,2432,1539,1123,2219,798,2375,Backward
1864,1079,2126,572,1360,1513,1110,2160,588,1364,1794,1149,2266,630,1506,1487,1114,2226,627,1495,Backward
1936,735,1100,257,590,1503,776,1055,251,599,1827,789,1051,273,652,1641,741,1013,289,638,Backward
934,102,75,28,13,473,102,68,25,13,800,102,68,27,12,609,99,70,27,14,Backward
498,107,62,26,13,158,104,56,23,13,484,102,59,23,12,169,106,59,26,14,Backward
482,123,57,26,14,168,121,51,25,14,490,117,52,25,14,152,118,57,27,14,Backward
480,114,51,24,13,154,107,49,23,13,481,104,48,23,13,156,106,50,24,14,Backward
3733,1443,1035,494,502,3374,1479,1049,505,521,3502,1450,1079,521,567,3421,1409,1065,511,550,Right
3483,1462,1020,495,502,3194,1489,1047,505,521,3350,1452,1085,520,567,3184,1423,1058,511,550,Right
3718,1609,1039,575,556,3375,1712,1045,588,588,3613,1707,1071,607,642,3358,1602,1062,594,612,Right
3930,5328,1805,883,899,3590,5438,1854,913,934,3898,5457,1907,943,1020,3676,5340,1858,912,989,Right
3614,4960,1630,782,795,3059,5072,1681,809,823,3217,5111,1732,832,902,3245,4995,1682,804,876,Right
4853,4447,1617,513,810,4301,4544,1665,532,824,4532,4589,1683,545,916,4475,4485,1634,526,902,Left
4682,4451,1614,513,810,4248,4547,1663,532,825,4515,4591,1681,544,916,4282,4488,1632,525,902,Left
4681,4474,1581,540,860,4263,4578,1631,565,878,4529,4627,1652,582,974,4302,4519,1601,561,958,Forward
1430,1467,750,274,984,1117,1627,825,278,1007,1483,1719,874,289,1117,1179,1603,864,292,1095,Forward
3870,2504,859,607,1293,3557,2620,965,626,1330,3697,2683,1041,657,1480,3660,2584,1027,648,1448,Forward
4590,3561,768,641,1474,4599,3624,813,657,1524,4732,3641,868,697,1692,4597,3556,858,685,1648,Forward
4824,3635,805,748,1557,4656,3673,882,771,1603,4547,3716,950,811,1776,4691,3663,946,792,1742,Forward
4711,3542,974,749,1739,4645,3574,1037,789,1780,4606,3606,1088,841,1972,4633,3586,1089,823,1930,Forward
3881,2415,847,651,1856,3782,2494,948,698,1892,3663,2572,1013,767,2086,3733,2568,1014,774,2043,Forward
2272,1337,613,688,2445,2283,1418,797,806,2493,2246,1499,938,904,2751,2309,1511,946,899,2690,Forward
2599,1685,1343,840,2601,2533,1786,1465,930,2660,2411,1884,1573,1017,2921,2473,1856,1562,996,2853,Forward
3209,2123,1346,913,2530,3150,2156,1356,955,2608,3111,2255,1437,1029,2872,3104,2252,1436,1025,2803,Forward
3205,2449,1511,1054,2341,3195,2437,1529,1102,2396,3172,2465,1562,1136,2644,3184,2377,1484,1071,2596,Forward
3253,2894,1460,1188,2607,3214,2870,1524,1264,2651,3181,2886,1597,1329,2934,3171,2791,1527,1267,2898,Backward
3588,3062,1111,1115,2505,3412,3012,1162,1187,2549,3278,2960,1217,1264,2808,3453,2932,1137,1225,2762,Backward
2719,1295,808,917,2202,2468,1337,908,1005,2228,2497,1369,977,1094,2452,2547,1345,953,1062,2422,Backward
2417,1060,692,737,1721,2023,1109,771,777,1739,2255,1152,856,865,1905,2046,1102,859,879,1874,Backward
2122,764,509,328,987,1824,788,534,334,1018,2153,801,547,339,1126,1834,764,516,313,1098,Right
1552,2456,1510,367,848,1155,2468,1572,393,870,1443,2460,1600,415,963,1192,2409,1541,407,946,Right
1219,2922,1594,480,1532,929,2829,1561,472,1573,1283,2722,1543,532,1724,1001,2584,1491,573,1685,Right
1190,2996,1661,640,1893,936,2898,1629,628,1957,1197,2781,1601,666,2152,977,2624,1531,685,2100,Right
1141,3022,1691,752,2270,993,2927,1643,729,2346,1200,2813,1606,769,2579,982,2649,1536,773,2514,Right
1516,1513,1202,851,2452,1274,1352,1065,804,2549,1073,1205,963,809,2826,1089,1088,872,793,2764,Right
739,836,754,850,2483,712,708,823,896,2553,848,664,898,958,2828,792,596,859,920,2764,Right
729,948,625,914,2733,658,859,558,958,2811,610,779,589,991,3133,633,659,577,917,3076,Right
666,912,734,789,2555,686,924,815,862,2639,675,908,879,975,2937,673,816,838,974,2878,Right
813,816,716,856,2647,672,853,785,1041,2701,606,878,847,1183,2976,647,861,811,1147,2914,Right
2268,1505,809,620,2186,1997,1608,882,684,2251,2110,1668,941,767,2489,2076,1642,929,756,2425,Left
2297,1510,858,602,2049,2081,1637,956,679,2111,2259,1716,1038,768,2330,2020,1677,1071,756,2268,Left
2711,1853,826,515,1960,2366,1881,948,632,1984,2572,1895,1060,724,2171,2396,1843,1057,709,2124,Left
2848,2053,1017,633,1876,2402,2006,1049,549,1938,2545,1966,1101,553,2139,2361,1891,1106,576,2087,Left
2584,1594,1195,698,2145,2287,1589,1204,714,2210,2403,1580,1202,748,2442,2255,1524,1151,724,2385,Left
2587,1577,1226,817,2480,2580,1606,1266,872,2536,2638,1618,1294,929,2805,2504,1537,1241,885,2746,Left
2465,1322,1142,861,2734,2335,1299,1224,897,2802,2349,1285,1288,958,3105,2269,1249,1252,926,3042,Left
1898,1338,678,826,2741,1925,1361,832,888,2808,1949,1371,946,954,3114,1993,1336,922,910,3056,Left
1772,1036,792,810,2792,1714,982,896,837,2861,1679,946,966,865,3180,1713,884,918,807,3128,Left
1609,757,706,638,2008,1512,752,687,636,2062,1435,731,644,614,2305,1451,687,545,544,2264,Left
2941,2269,1063,765,2464,2844,2291,1077,727,2544,2768,2273,1066,672,2830,2799,2166,996,572,2771,Forward
3047,2306,1307,780,2261,2943,2367,1363,860,2307,3078,2379,1389,910,2559,2925,2280,1343,850,2515,Forward
3236,2064,1341,743,1921,2941,2180,1392,824,1955,3146,2241,1411,877,2152,2947,2152,1371,823,2104,Forward
2254,906,1129,722,1573,1973,934,1178,852,1583,2313,947,1197,931,1741,1995,926,1159,873,1716,Forward
2155,1518,1406,599,426,1842,1554,1413,612,434,2153,1624,1476,652,472,1851,1598,1456,642,460,Forward
1528,1714,1329,657,789,1148,1763,1327,676,812,1444,1841,1389,725,892,1189,1823,1364,718,872,Forward
1417,1940,1643,934,1520,1179,1993,1665,981,1542,1422,2087,1754,1057,1694,1173,2051,1719,1043,1663,Backward
1377,1959,1739,1002,1955,1225,2014,1787,1094,1974,1399,2113,1896,1200,2164,1264,2074,1872,1185,2126,Backward
1837,1326,1447,856,1937,1757,1400,1520,961,1958,1841,1477,1626,1065,2149,1736,1416,1598,1040,2110,Backward
1834,1227,1456,839,1921,1712,1187,1518,938,1942,1878,1197,1619,1038,2130,1741,1204,1596,1019,2094,Backward
1958,1171,1408,681,1794,1706,1192,1384,735,1816,1976,1253,1405,806,2002,1746,1184,1373,788,1977,Backward
2006,737,401,444,1499,1738,798,451,582,1520,2083,852,498,683,1659,1757,823,522,660,1627,Backward
1957,610,308,133,47,1559,610,309,136,48,1878,616,308,137,49,1608,615,313,138,49,Backward
513,93,84,31,12,216,90,77,31,13,537,87,80,29,12,185,89,80,31,12,Backward
490,80,88,30,14,157,77,83,29,13,482,76,83,28,12,159,78,82,30,13,Backward
454,100,81,32,13,130,98,76,32,13,459,92,80,31,13,130,97,77,33,13,Backward
483,84,73,26,13,166,79,71,25,12,490,79,75,25,12,161,83,73,25,13,Backward
483,72,64,27,13,153,73,64,26,12,477,69,67,27,13,161,72,68,28,13,Backward
3989,3710,2048,1017,350,3746,3813,2122,1058,355,3658,3844,2156,1088,400,3755,3741,2083,1047,393,Right
4410,3556,2017,1017,349,4163,3636,2082,1054,353,4410,3652,2111,1081,397,4135,3572,2045,1042,391,Right
4464,3541,2020,1016,349,4081,3627,2082,1054,353,4226,3647,2108,1081,397,4123,3561,2045,1042,391,Right
4572,3550,2016,1015,349,4117,3625,2084,1054,353,4403,3638,2115,1082,397,4131,3564,2045,1041,391,Right
4448,3704,2098,980,363,4092,3675,2114,1033,366,4403,3625,2102,1069,412,4122,3649,2095,1020,405,Right
1368,367,248,219,598,927,359,258,234,615,1167,354,260,240,681,1071,349,239,218,666,Right
803,424,230,343,1095,478,500,272,343,1131,816,551,328,345,1249,538,532,346,319,1220,Left
2648,1576,713,358,1336,2536,1636,714,407,1384,2766,1658,713,454,1528,2403,1627,694,450,1487,Left
2778,1587,717,350,1336,2385,1645,723,403,1385,2625,1664,724,452,1528,2428,1632,706,447,1488,Left
2805,1644,737,347,1473,2407,1694,734,398,1521,2632,1709,730,448,1678,2497,1685,711,443,1635,Left
2926,1653,839,569,2000,2608,1683,789,491,2057,2857,1697,781,499,2258,2550,1680,801,516,2199,Left
2950,1640,596,504,1663,3074,1687,596,463,1698,3300,1697,612,471,1870,2852,1641,631,456,1833,Left
2765,1623,571,495,1662,2506,1678,571,463,1697,2784,1693,580,471,1869,2372,1643,582,456,1831,Left
2820,1720,599,579,1655,2468,1761,679,565,1710,2738,1776,772,554,1901,2462,1705,809,491,1871,Left
5363,2692,644,387,1547,5291,2838,725,475,1581,5313,2919,796,548,1756,5157,2849,801,531,1722,Left
6030,4020,1709,504,1469,5623,4107,1756,550,1493,5591,4135,1776,578,1644,5691,4053,1720,553,1612,Forward
5994,3722,1715,487,1464,5868,3812,1768,538,1488,5998,3840,1790,570,1641,5814,3754,1741,545,1608,Forward
6110,3712,1698,484,1464,5692,3800,1750,535,1488,5706,3825,1772,568,1641,5795,3747,1720,543,1609,Forward
6247,3813,1630,456,1086,5802,3846,1684,462,1106,5792,3834,1700,459,1228,5873,3794,1644,445,1206,Forward
4601,3255,1558,412,839,4477,3327,1603,424,858,4457,3344,1620,426,950,4493,3261,1584,405,933,Forward
2653,1161,639,352,1057,2656,1096,648,341,1093,2931,1048,650,337,1207,2491,1042,641,329,1182,Forward
1309,894,801,470,1423,1095,903,811,456,1468,1270,925,807,447,1628,970,953,778,424,1592,Forward
2285,1333,647,507,1742,2013,1369,663,493,1801,2112,1389,672,496,1995,2000,1310,623,482,1951,Backward
2249,1260,570,490,1534,1905,1291,548,460,1584,2085,1317,527,434,1756,1933,1263,497,389,1715,Backward
2252,1149,469,365,1180,1982,1149,458,359,1209,2285,1157,448,353,1339,1914,1138,426,328,1307,Backward
2227,1090,265,288,888,1922,1119,308,273,902,2264,1143,355,285,986,1997,1077,379,284,958,Backward
1309,363,178,90,35,1094,354,178,90,34,1416,357,179,88,35,962,364,174,87,34,Backward
577,120,74,39,15,271,119,72,34,15,597,122,74,35,15,243,125,75,37,15,Backward
496,89,94,28,12,164,92,96,24,12,492,94,91,24,13,165,90,94,30,13,Backward
487,97,97,28,13,154,98,97,25,12,483,95,94,26,12,156,98,98,30,11,Backward
4486,3477,1744,449,554,3900,3534,1798,472,562,4077,3543,1823,489,635,4053,3479,1771,464,624,Right
4361,3458,1780,431,553,4118,3511,1828,444,561,4389,3518,1847,451,633,4063,3464,1797,439,623,Right
4412,3459,1768,432,553,4038,3511,1826,444,561,4210,3517,1851,451,633,4058,3465,1791,439,623,Right
4501,3460,1766,430,553,4072,3517,1820,444,561,4359,3527,1844,452,633,4064,3469,1786,438,623,Right
4919,1640,627,265,87,4399,1647,641,273,90,4351,1649,649,280,93,4521,1654,658,287,96,Right
1419,166,109,35,17,911,170,109,35,17,1166,173,110,35,17,1087,173,114,37,17,Right
518,107,63,23,12,182,106,62,21,11,512,104,60,22,11,193,104,63,23,11,Left
4580,3240,1764,1065,549,4631,3312,1812,1096,550,4673,3350,1839,1118,613,4644,3271,1792,1106,594,Left
7943,3630,2216,1085,918,7393,3656,2203,1055,969,7379,3660,2182,1037,1083,7584,3549,2115,987,1057,Left
8412,3804,2183,1124,1013,8015,3831,2152,1074,1052,7941,3827,2128,1043,1166,8037,3716,2050,994,1134,Left
8101,3832,2131,1116,1014,7804,3825,2131,1069,1052,7889,3799,2127,1042,1167,7846,3716,2023,990,1135,Left
5060,3318,1810,528,599,5018,3366,1847,529,608,5333,3378,1853,528,674,4924,3322,1822,532,665,Forward
4963,3344,1838,520,604,4957,3392,1876,520,609,5264,3406,1882,521,670,4762,3361,1855,523,660,Forward
5145,3471,1717,453,589,5237,3512,1764,466,598,5396,3517,1776,473,663,5171,3466,1733,459,653,Forward
4555,3369,2056,565,1012,4207,3431,2122,588,1036,4239,3448,2147,600,1144,4281,3382,2081,580,1122,Forward
4695,3335,2064,567,1013,4647,3399,2132,589,1036,4755,3417,2159,601,1144,4556,3347,2095,582,1122,Forward
4684,2860,1952,893,880,4555,2805,1960,891,886,4675,2728,1945,872,941,4565,2598,1831,807,904,Forward
2736,1025,1175,425,753,2455,1055,1213,446,774,2646,1065,1233,459,853,2470,1031,1195,440,832,Forward
2605,779,884,541,774,2224,854,889,513,795,2553,898,888,488,863,2373,798,786,449,838,Forward
1281,363,252,113,39,879,351,247,111,40,1201,341,248,108,38,941,340,246,108,39,Backward
562,120,66,28,15,238,112,68,27,13,566,115,66,26,14,229,116,69,29,13,Backward
554,122,63,27,15,240,113,64,25,13,569,115,62,25,13,233,120,67,26,13,Backward
560,115,60,28,14,225,109,62,26,12,556,111,63,28,13,243,115,65,29,13,Backward
597,91,77,28,13,263,87,78,25,11,589,90,79,26,13,275,93,80,27,12,Backward
613,151,85,23,13,296,147,84,21,11,621,149,80,22,13,292,148,83,22,12,Backward
594,167,64,25,12,259,165,66,25,11,584,164,67,25,13,270,167,68,24,12,Backward
576,155,66,23,12,248,150,65,24,11,573,150,64,22,12,247,152,69,22,12,Right
3635,4065,1636,509,654,3299,4158,1677,523,659,3580,4198,1684,532,734,3312,4100,1645,515,727,Right
3535,4112,1616,504,653,3256,4191,1665,522,659,3448,4220,1680,532,734,3238,4138,1630,512,727,Right
3667,4093,1612,505,653,3274,4185,1662,522,659,3532,4222,1677,531,734,3256,4127,1627,512,727,Right
3596,4107,1628,507,653,3309,4175,1661,523,659,3655,4197,1665,532,734,3254,4123,1633,514,727,Left
1317,530,262,116,43,910,521,257,114,43,1233,516,255,114,43,980,515,253,114,43,Left
592,86,83,30,11,298,83,80,30,11,624,85,78,31,11,257,86,80,33,12,Left
513,59,58,27,9,197,58,55,26,9,529,58,54,26,9,186,61,57,28,9,Left
